shortcut	category	emojiCheatSheetFile	githubFile	unicodeChars	unicodeSampleFile	unicodeCldr	subcategory	aliasShortcuts	browserTypes
 	people/body	 	 	U+1FAF1 U+1F3FE U+200D U+1FAF2 U+1F3FC	1faf1-1f3fe-200d-1faf2-1f3fc.png	handshake: medium-dark skin tone, medium-light skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FE U+200D U+1FAF2 U+1F3FD	1faf1-1f3fe-200d-1faf2-1f3fd.png	handshake: medium-dark skin tone, medium skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FE U+200D U+1FAF2 U+1F3FF	1faf1-1f3fe-200d-1faf2-1f3ff.png	handshake: medium-dark skin tone, dark skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FF U+200D U+1FAF2 U+1F3FB	1faf1-1f3ff-200d-1faf2-1f3fb.png	handshake: dark skin tone, light skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FF U+200D U+1FAF2 U+1F3FC	1faf1-1f3ff-200d-1faf2-1f3fc.png	handshake: dark skin tone, medium-light skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FF U+200D U+1FAF2 U+1F3FD	1faf1-1f3ff-200d-1faf2-1f3fd.png	handshake: dark skin tone, medium skin tone	hands	 	appl,goog
 	people/body	 	 	U+1FAF1 U+1F3FF U+200D U+1FAF2 U+1F3FE	1faf1-1f3ff-200d-1faf2-1f3fe.png	handshake: dark skin tone, medium-dark skin tone	hands	 	appl,goog
 	people/body	 	 	U+1F64F U+1F3FB	1f64f-1f3fb.png	folded hands: light skin tone	hands	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F64F U+1F3FC	1f64f-1f3fc.png	folded hands: medium-light skin tone	hands	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F64F U+1F3FD	1f64f-1f3fd.png	folded hands: medium skin tone	hands	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F64F U+1F3FE	1f64f-1f3fe.png	folded hands: medium-dark skin tone	hands	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F64F U+1F3FF	1f64f-1f3ff.png	folded hands: dark skin tone	hands	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270D U+1F3FB	270d-1f3fb.png	writing hand: light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270D U+1F3FC	270d-1f3fc.png	writing hand: medium-light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270D U+1F3FD	270d-1f3fd.png	writing hand: medium skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270D U+1F3FE	270d-1f3fe.png	writing hand: medium-dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+270D U+1F3FF	270d-1f3ff.png	writing hand: dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F485 U+1F3FB	1f485-1f3fb.png	nail polish: light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F485 U+1F3FC	1f485-1f3fc.png	nail polish: medium-light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F485 U+1F3FD	1f485-1f3fd.png	nail polish: medium skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F485 U+1F3FE	1f485-1f3fe.png	nail polish: medium-dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F485 U+1F3FF	1f485-1f3ff.png	nail polish: dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F933 U+1F3FB	1f933-1f3fb.png	selfie: light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F933 U+1F3FC	1f933-1f3fc.png	selfie: medium-light skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F933 U+1F3FD	1f933-1f3fd.png	selfie: medium skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F933 U+1F3FE	1f933-1f3fe.png	selfie: medium-dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F933 U+1F3FF	1f933-1f3ff.png	selfie: dark skin tone	hand-prop	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F4AA U+1F3FB	1f4aa-1f3fb.png	flexed biceps: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F4AA U+1F3FC	1f4aa-1f3fc.png	flexed biceps: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F4AA U+1F3FD	1f4aa-1f3fd.png	flexed biceps: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F4AA U+1F3FE	1f4aa-1f3fe.png	flexed biceps: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F4AA U+1F3FF	1f4aa-1f3ff.png	flexed biceps: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B5 U+1F3FB	1f9b5-1f3fb.png	leg: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B5 U+1F3FC	1f9b5-1f3fc.png	leg: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B5 U+1F3FD	1f9b5-1f3fd.png	leg: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B5 U+1F3FE	1f9b5-1f3fe.png	leg: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B5 U+1F3FF	1f9b5-1f3ff.png	leg: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B6 U+1F3FB	1f9b6-1f3fb.png	foot: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B6 U+1F3FC	1f9b6-1f3fc.png	foot: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B6 U+1F3FD	1f9b6-1f3fd.png	foot: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B6 U+1F3FE	1f9b6-1f3fe.png	foot: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9B6 U+1F3FF	1f9b6-1f3ff.png	foot: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F442 U+1F3FB	1f442-1f3fb.png	ear: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F442 U+1F3FC	1f442-1f3fc.png	ear: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F442 U+1F3FD	1f442-1f3fd.png	ear: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F442 U+1F3FE	1f442-1f3fe.png	ear: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F442 U+1F3FF	1f442-1f3ff.png	ear: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9BB U+1F3FB	1f9bb-1f3fb.png	ear with hearing aid: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9BB U+1F3FC	1f9bb-1f3fc.png	ear with hearing aid: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9BB U+1F3FD	1f9bb-1f3fd.png	ear with hearing aid: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9BB U+1F3FE	1f9bb-1f3fe.png	ear with hearing aid: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9BB U+1F3FF	1f9bb-1f3ff.png	ear with hearing aid: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F443 U+1F3FB	1f443-1f3fb.png	nose: light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F443 U+1F3FC	1f443-1f3fc.png	nose: medium-light skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F443 U+1F3FD	1f443-1f3fd.png	nose: medium skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F443 U+1F3FE	1f443-1f3fe.png	nose: medium-dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F443 U+1F3FF	1f443-1f3ff.png	nose: dark skin tone	body-parts	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F476 U+1F3FB	1f476-1f3fb.png	baby: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F476 U+1F3FC	1f476-1f3fc.png	baby: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F476 U+1F3FD	1f476-1f3fd.png	baby: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F476 U+1F3FE	1f476-1f3fe.png	baby: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F476 U+1F3FF	1f476-1f3ff.png	baby: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D2 U+1F3FB	1f9d2-1f3fb.png	child: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D2 U+1F3FC	1f9d2-1f3fc.png	child: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D2 U+1F3FD	1f9d2-1f3fd.png	child: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D2 U+1F3FE	1f9d2-1f3fe.png	child: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D2 U+1F3FF	1f9d2-1f3ff.png	child: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F466 U+1F3FB	1f466-1f3fb.png	boy: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F466 U+1F3FC	1f466-1f3fc.png	boy: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F466 U+1F3FD	1f466-1f3fd.png	boy: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F466 U+1F3FE	1f466-1f3fe.png	boy: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F466 U+1F3FF	1f466-1f3ff.png	boy: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F467 U+1F3FB	1f467-1f3fb.png	girl: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F467 U+1F3FC	1f467-1f3fc.png	girl: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F467 U+1F3FD	1f467-1f3fd.png	girl: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F467 U+1F3FE	1f467-1f3fe.png	girl: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F467 U+1F3FF	1f467-1f3ff.png	girl: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FB	1f9d1-1f3fb.png	person: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FC	1f9d1-1f3fc.png	person: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FD	1f9d1-1f3fd.png	person: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FE	1f9d1-1f3fe.png	person: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FF	1f9d1-1f3ff.png	person: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F471 U+1F3FB	1f471-1f3fb.png	person: light skin tone, blond hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F471 U+1F3FC	1f471-1f3fc.png	person: medium-light skin tone, blond hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F471 U+1F3FD	1f471-1f3fd.png	person: medium skin tone, blond hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F471 U+1F3FE	1f471-1f3fe.png	person: medium-dark skin tone, blond hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F471 U+1F3FF	1f471-1f3ff.png	person: dark skin tone, blond hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FB	1f468-1f3fb.png	man: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FC	1f468-1f3fc.png	man: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FD	1f468-1f3fd.png	man: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FE	1f468-1f3fe.png	man: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FF	1f468-1f3ff.png	man: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FB	1f9d4-1f3fb.png	person: light skin tone, beard	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FC	1f9d4-1f3fc.png	person: medium-light skin tone, beard	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FD	1f9d4-1f3fd.png	person: medium skin tone, beard	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FE	1f9d4-1f3fe.png	person: medium-dark skin tone, beard	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FF	1f9d4-1f3ff.png	person: dark skin tone, beard	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D4 U+1F3FB U+200D U+2642 U+FE0F	1f9d4-1f3fb-200d-2642-fe0f.png	man: light skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FC U+200D U+2642 U+FE0F	1f9d4-1f3fc-200d-2642-fe0f.png	man: medium-light skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FD U+200D U+2642 U+FE0F	1f9d4-1f3fd-200d-2642-fe0f.png	man: medium skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FE U+200D U+2642 U+FE0F	1f9d4-1f3fe-200d-2642-fe0f.png	man: medium-dark skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FF U+200D U+2642 U+FE0F	1f9d4-1f3ff-200d-2642-fe0f.png	man: dark skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FB U+200D U+2640 U+FE0F	1f9d4-1f3fb-200d-2640-fe0f.png	woman: light skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FC U+200D U+2640 U+FE0F	1f9d4-1f3fc-200d-2640-fe0f.png	woman: medium-light skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FD U+200D U+2640 U+FE0F	1f9d4-1f3fd-200d-2640-fe0f.png	woman: medium skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FE U+200D U+2640 U+FE0F	1f9d4-1f3fe-200d-2640-fe0f.png	woman: medium-dark skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F9D4 U+1F3FF U+200D U+2640 U+FE0F	1f9d4-1f3ff-200d-2640-fe0f.png	woman: dark skin tone, beard	person	 	appl,goog
 	people/body	 	 	U+1F468 U+1F3FB U+200D U+1F9B0	1f468-1f3fb-200d-1f9b0.png	man: light skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FC U+200D U+1F9B0	1f468-1f3fc-200d-1f9b0.png	man: medium-light skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FD U+200D U+1F9B0	1f468-1f3fd-200d-1f9b0.png	man: medium skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FE U+200D U+1F9B0	1f468-1f3fe-200d-1f9b0.png	man: medium-dark skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FF U+200D U+1F9B0	1f468-1f3ff-200d-1f9b0.png	man: dark skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FB U+200D U+1F9B1	1f468-1f3fb-200d-1f9b1.png	man: light skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FC U+200D U+1F9B1	1f468-1f3fc-200d-1f9b1.png	man: medium-light skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FD U+200D U+1F9B1	1f468-1f3fd-200d-1f9b1.png	man: medium skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FE U+200D U+1F9B1	1f468-1f3fe-200d-1f9b1.png	man: medium-dark skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FF U+200D U+1F9B1	1f468-1f3ff-200d-1f9b1.png	man: dark skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FB U+200D U+1F9B3	1f468-1f3fb-200d-1f9b3.png	man: light skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FC U+200D U+1F9B3	1f468-1f3fc-200d-1f9b3.png	man: medium-light skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FD U+200D U+1F9B3	1f468-1f3fd-200d-1f9b3.png	man: medium skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FE U+200D U+1F9B3	1f468-1f3fe-200d-1f9b3.png	man: medium-dark skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FF U+200D U+1F9B3	1f468-1f3ff-200d-1f9b3.png	man: dark skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FB U+200D U+1F9B2	1f468-1f3fb-200d-1f9b2.png	man: light skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FC U+200D U+1F9B2	1f468-1f3fc-200d-1f9b2.png	man: medium-light skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FD U+200D U+1F9B2	1f468-1f3fd-200d-1f9b2.png	man: medium skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FE U+200D U+1F9B2	1f468-1f3fe-200d-1f9b2.png	man: medium-dark skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F468 U+1F3FF U+200D U+1F9B2	1f468-1f3ff-200d-1f9b2.png	man: dark skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FB	1f469-1f3fb.png	woman: light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FC	1f469-1f3fc.png	woman: medium-light skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FD	1f469-1f3fd.png	woman: medium skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FE	1f469-1f3fe.png	woman: medium-dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FF	1f469-1f3ff.png	woman: dark skin tone	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FB U+200D U+1F9B0	1f469-1f3fb-200d-1f9b0.png	woman: light skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FC U+200D U+1F9B0	1f469-1f3fc-200d-1f9b0.png	woman: medium-light skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FD U+200D U+1F9B0	1f469-1f3fd-200d-1f9b0.png	woman: medium skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FE U+200D U+1F9B0	1f469-1f3fe-200d-1f9b0.png	woman: medium-dark skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FF U+200D U+1F9B0	1f469-1f3ff-200d-1f9b0.png	woman: dark skin tone, red hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FB U+200D U+1F9B0	1f9d1-1f3fb-200d-1f9b0.png	person: light skin tone, red hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FC U+200D U+1F9B0	1f9d1-1f3fc-200d-1f9b0.png	person: medium-light skin tone, red hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FD U+200D U+1F9B0	1f9d1-1f3fd-200d-1f9b0.png	person: medium skin tone, red hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FE U+200D U+1F9B0	1f9d1-1f3fe-200d-1f9b0.png	person: medium-dark skin tone, red hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FF U+200D U+1F9B0	1f9d1-1f3ff-200d-1f9b0.png	person: dark skin tone, red hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F469 U+1F3FB U+200D U+1F9B1	1f469-1f3fb-200d-1f9b1.png	woman: light skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FC U+200D U+1F9B1	1f469-1f3fc-200d-1f9b1.png	woman: medium-light skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FD U+200D U+1F9B1	1f469-1f3fd-200d-1f9b1.png	woman: medium skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FE U+200D U+1F9B1	1f469-1f3fe-200d-1f9b1.png	woman: medium-dark skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FF U+200D U+1F9B1	1f469-1f3ff-200d-1f9b1.png	woman: dark skin tone, curly hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FB U+200D U+1F9B1	1f9d1-1f3fb-200d-1f9b1.png	person: light skin tone, curly hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FC U+200D U+1F9B1	1f9d1-1f3fc-200d-1f9b1.png	person: medium-light skin tone, curly hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FD U+200D U+1F9B1	1f9d1-1f3fd-200d-1f9b1.png	person: medium skin tone, curly hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FE U+200D U+1F9B1	1f9d1-1f3fe-200d-1f9b1.png	person: medium-dark skin tone, curly hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FF U+200D U+1F9B1	1f9d1-1f3ff-200d-1f9b1.png	person: dark skin tone, curly hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F469 U+1F3FB U+200D U+1F9B3	1f469-1f3fb-200d-1f9b3.png	woman: light skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FC U+200D U+1F9B3	1f469-1f3fc-200d-1f9b3.png	woman: medium-light skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FD U+200D U+1F9B3	1f469-1f3fd-200d-1f9b3.png	woman: medium skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FE U+200D U+1F9B3	1f469-1f3fe-200d-1f9b3.png	woman: medium-dark skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FF U+200D U+1F9B3	1f469-1f3ff-200d-1f9b3.png	woman: dark skin tone, white hair	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F9D1 U+1F3FB U+200D U+1F9B3	1f9d1-1f3fb-200d-1f9b3.png	person: light skin tone, white hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FC U+200D U+1F9B3	1f9d1-1f3fc-200d-1f9b3.png	person: medium-light skin tone, white hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FD U+200D U+1F9B3	1f9d1-1f3fd-200d-1f9b3.png	person: medium skin tone, white hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FE U+200D U+1F9B3	1f9d1-1f3fe-200d-1f9b3.png	person: medium-dark skin tone, white hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F9D1 U+1F3FF U+200D U+1F9B3	1f9d1-1f3ff-200d-1f9b3.png	person: dark skin tone, white hair	person	 	appl,goog,twtr,joy
 	people/body	 	 	U+1F469 U+1F3FB U+200D U+1F9B2	1f469-1f3fb-200d-1f9b2.png	woman: light skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
 	people/body	 	 	U+1F469 U+1F3FC U+200D U+1F9B2	1f469-1f3fc-200d-1f9b2.png	woman: medium-light skin tone, bald	person	 	appl,goog,fb,wind,twtr,joy,sams
